Year,Partner,Commodity Code,Commodity,Netweight (kg),Trade Value (US$),Price per Ton(US$)
2018,United Kingdom,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",32587096,65324071,2004.59934
2018,United Rep. of Tanzania,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3127135,5205349,1664.57444
2018,USA,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",362578002,646258027,1782.39723
2018,Burkina Faso,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",22082,93405,4229.91577
2018,Uruguay,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",828650,1669829,2015.11977
2018,Uzbekistan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2164175,3954950,1827.46312
2018,Venezuela,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",263481,688161,2611.80503
2018,Samoa,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",9815,45924,4678.96077
2018,Yemen,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1974764,3892670,1971.20770
2018,Zambia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",948505,2236799,2358.23638
2018,"Areas, nes",731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2801,1339,478.04356
2019,Afghanistan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",269779,594401,2203.28862
2019,Albania,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1434956,2424932,1689.89990
2019,Algeria,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",9052763,20409641,2254.52064
2019,Andorra,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2,5,2500.00000
2019,Angola,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1127362,2710978,2404.70940
2019,Antigua and Barbuda,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",13630,32441,2380.11739
2019,Azerbaijan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",427842,858637,2006.90208
2019,Argentina,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1978924,3690522,1864.91346
2019,Australia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",48909013,102744122,2100.71960
2019,Austria,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",6872731,16364054,2381.01186
2019,Bahamas,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",17660,32900,1862.96716
2019,Bahrain,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",712312,1240389,1741.35632
2019,Bangladesh,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",6055551,13676337,2258.47937
2019,Armenia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",242718,705383,2906.18331
2019,Barbados,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",555,9826,17704.50450
2019,Belgium,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",20905277,30210368,1445.10728
2019,Bermuda,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",6,20,3333.33333
2019,Bhutan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",130,582,4476.92308
2019,Bolivia (Plurinational State of),731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2575294,3034534,1178.32527
2019,Bosnia Herzegovina,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",70150,90924,1296.13685
2019,Botswana,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",321837,574063,1783.70728
2019,Brazil,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",19649355,43248535,2201.01550
2019,Belize,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",23129,86323,3732.24091
2019,Solomon Isds,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",37779,68662,1817.46473
2019,Br. Virgin Isds,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",383,2173,5673.62924
2019,Brunei Darussalam,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",634330,1943337,3063.60569
2019,Bulgaria,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3499332,4886900,1396.52368
2019,Myanmar,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",20152337,47915624,2377.67084
2019,Burundi,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",5636,28207,5004.79063
2019,Belarus,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1272961,2544344,1998.76037
2019,Cambodia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2715748,5493454,2022.81434
2019,Cameroon,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",652514,1335974,2047.42580
2019,Canada,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",37015774,56078205,1514.98129
2019,Cabo Verde,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",31708,89438,2820.67617
2019,Cayman Isds,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",61,1684,27606.55738
2019,Central African Rep.,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3449,1503,435.77849
2019,Sri Lanka,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4177766,9812378,2348.71412
2019,Chad,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",104282,354368,3398.17035
2019,Chile,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",13849806,19617307,1416.43190
2019,Colombia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",15039898,20444456,1359.34805
2019,Comoros,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",8352,24449,2927.32280
2019,Congo,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",151346,427829,2826.82727
2019,Dem. Rep. of the Congo,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1568828,4533148,2889.51243
2019,Cook Isds,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",22,4402,200090.90909
2019,Costa Rica,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2708552,4062766,1499.97711
2019,Croatia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4364468,5194836,1190.25641
2019,Cuba,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",132989,721762,5427.23082
2019,Cyprus,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",565250,744276,1316.72004
2019,Czechia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",9643009,13492128,1399.16161
2019,Benin,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",459401,1089844,2372.31525
2019,Denmark,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2942621,6201171,2107.36313
2019,Dominica,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4533,16764,3698.21310
2019,Dominican Rep.,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2284383,3664589,1604.19203
2019,Ecuador,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3800082,5985775,1575.16996
2019,El Salvador,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",746432,1165505,1561.43493
2019,Equatorial Guinea,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",44398,152460,3433.93847
2019,Ethiopia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",820135,2045435,2494.02233
2019,Eritrea,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",7994,37252,4659.99500
2019,Estonia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",568200,1275470,2244.75537
2019,Fiji,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",292566,629514,2151.69910
2019,Finland,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2668707,4456962,1670.08293
2019,France,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",14563851,28784591,1976.44092
2019,French Polynesia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",5700,21966,3853.68421
2019,Djibouti,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2548410,8807423,3456.04632
2019,Gabon,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",164253,457977,2788.24131
2019,Georgia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3301929,8739597,2646.81554
2019,Gambia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",124897,289641,2319.03889
2019,State of Palestine,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",50541,109826,2173.00805
2019,Germany,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",57291681,107220235,1871.48000
2019,Ghana,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2793480,5423896,1941.62693
2019,Gibraltar,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",37,4535,122567.56757
2019,Greece,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",5314338,6086222,1145.24556
2019,Grenada,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2189,8273,3779.35130
2019,Guatemala,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2491601,3468001,1391.87655
2019,Guinea,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1386519,2854409,2058.68726
2019,Guyana,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",512145,872838,1704.27906
2019,Haiti,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",179156,583138,3254.91750
2019,Honduras,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",876972,1335162,1522.46822
2019,"China, Hong Kong SAR",731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",14797304,84120938,5684.88273
2019,Hungary,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4636399,8603345,1855.60928
2019,Iceland,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",11527,52127,4522.16535
2019,Indonesia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",34397561,67904733,1974.11476
2019,Iran,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",7221791,16312307,2258.76199
2019,Iraq,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",10981546,32336919,2944.65998
2019,Ireland,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1522286,3183927,2091.54324
2019,Israel,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",10464588,19793476,1891.47208
2019,Italy,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",37090346,62131534,1675.14032
2019,Côte d'Ivoire,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2251455,4037353,1793.21950
2019,Jamaica,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",391564,766844,1958.41293
2019,Japan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",74934373,143811382,1919.16441
2019,Kazakhstan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",10048122,24500586,2438.32489
2019,Jordan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2804652,7842244,2796.15582
2019,Kenya,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4732699,9195845,1943.04455
2019,Dem. People's Rep. of Korea,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1515,2073,1368.31683
2019,Rep. of Korea,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",40354612,72477600,1796.01776
2019,Kuwait,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2464685,5980188,2426.34982
2019,Kyrgyzstan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1970171,4845343,2459.35150
2019,Lao People's Dem. Rep.,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2862220,3942363,1377.37945
2019,Lebanon,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2139346,3371305,1575.85776
2019,Lesotho,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2613,16557,6336.39495
2019,Latvia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1263667,1671672,1322.87383
2019,Liberia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",62436,596440,9552.82209
2019,Libya,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1339202,3486519,2603.43025
2019,Lithuania,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",5596594,7514760,1342.73810
2019,Luxembourg,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",5181,13826,2668.59680
2019,"China, Macao SAR",731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",452750,604578,1335.34622
2019,Madagascar,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",895017,1615483,1804.97465
2019,Malawi,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",193567,407888,2107.21869
2019,Malaysia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",28510439,71025573,2491.21289
2019,Maldives,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",313670,1377088,4390.24452
2019,Mali,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",267586,500090,1868.89449
2019,Malta,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",115135,303246,2633.82985
2019,Mauritania,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",297295,932333,3136.05341
2019,Mauritius,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",705360,1771498,2511.48066
2019,Mexico,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",40221120,69602421,1730.49435
2019,"Other Asia, nes",731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1875514,7057140,3762.77650
2019,Mongolia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1036899,2602060,2509.46331
2019,Rep. of Moldova,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1274,6005,4713.50078
2019,Montenegro,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",27310,44728,1637.78836
2019,Morocco,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1883113,4995285,2652.67406
2019,Mozambique,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1185043,2423349,2044.94605
2019,Oman,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",942375,2065102,2191.38029
2019,Namibia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",92656,362700,3914.47936
2019,Nauru,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",503,446,886.67992
2019,Nepal,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",231407,799137,3453.38300
2019,Netherlands,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",30494393,74045706,2428.17445
2019,Curaçao,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",401,5949,14835.41147
2019,Aruba,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",6021,6649,1104.30161
2019,New Caledonia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",61089,168084,2751.46098
2019,Vanuatu,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",8346,28018,3357.05727
2019,New Zealand,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",6440158,13947508,2165.70898
2019,Nicaragua,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1006251,1375535,1366.98995
2019,Niger,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",54568,161238,2954.80868
2019,Nigeria,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",15210867,23548873,1548.16113
2019,"Other Africa, nes",731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2281,11907,5220.07891
2019,Norway,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",5981130,9817728,1641.45036
2019,FS Micronesia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1147,979,853.53095
2019,Marshall Isds,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",19705,199274,10112.86476
2019,Palau,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",7731,17711,2290.90674
2019,Pakistan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",6849791,19006661,2774.77970
2019,Panama,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2991963,4741547,1584.76124
2019,Papua New Guinea,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",632523,1420636,2245.98315
2019,Paraguay,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",475363,708230,1489.87195
2019,Peru,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",13406329,16496610,1230.50911
2019,Philippines,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",19250030,40971808,2128.40229
2019,Poland,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",39121012,54173582,1384.76944
2019,Portugal,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",6167818,8936670,1448.91921
2019,Guinea-Bissau,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",11365,29660,2609.76683
2019,Timor-Leste,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",111112,243861,2194.73144
2019,Qatar,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2858469,5889292,2060.29591
2019,Romania,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4635905,7626746,1645.14717
2019,Russian Federation,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",104413589,152942105,1464.77203
2019,Rwanda,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",152322,447474,2937.68464
2019,Saint Kitts and Nevis,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3132,3760,1200.51086
2019,Saint Lucia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",933,3943,4226.15220
2019,Saint Vincent and the Grenadines,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1882,4113,2185.44102
2019,Sao Tome and Principe,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",8443,21135,2503.25714
2019,Saudi Arabia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",20864017,38110430,1826.61038
2019,Senegal,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2350397,6870766,2923.23637
2019,Serbia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2155959,2769938,1284.78232
2019,Seychelles,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",27725,77661,2801.11812
2019,Sierra Leone,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",61023,138753,2273.78202
2019,India,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",35129922,94561077,2691.75312
2019,Singapore,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",19379800,51039234,2633.63058
2019,Slovakia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3871704,7535077,1946.19139
2019,Viet Nam,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",46274703,138735857,2998.09287
2019,Slovenia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3329667,4612099,1385.15323
2019,Somalia,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",225047,555458,2468.18665
2019,South Africa,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",13998810,24308952,1736.50132
2019,Zimbabwe,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",414293,852584,2057.92519
2019,Spain,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",39359768,57559621,1462.39736
2019,South Sudan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",71096,233333,3281.94273
2019,Sudan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2372099,5317580,2241.71925
2019,Suriname,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",162349,350163,2156.85345
2019,Eswatini,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",298,897,3010.06711
2019,Sweden,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",7259051,14748209,2031.69932
2019,Switzerland,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",2212650,6958964,3145.08124
2019,Syria,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",3023725,6579780,2176.05106
2019,Tajikistan,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",1626891,5317556,3268.53858
2019,Thailand,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",29745696,70384196,2366.19765
2019,Togo,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",308272,796513,2583.79937
2019,Tonga,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",4263,11353,2663.14802
2019,Trinidad and Tobago,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",732830,1313883,1792.88921
2019,United Arab Emirates,731815,"Iron or steel; threaded screws and bolts n.e.c. in item no. 7318.1, whether or not with their nuts or washers",35303379,70381667,1993.62409
